㔉,zhu,zhu
㔊,dan,dan
㔊,zhan,zhan
㔋,jian,jian
㔋,lan,lan
㔌,cou,cou
㔌,zou,zou
㔍,chua,chua
㔍,zha,zha
㔎,xie,xie
㔏,li,li
㔏,luo,luo
㔑,chi,chi
㔒,xi,xi
㔓,jian,jian
㔕,ji,ji
㔗,bei,bei
㔗,fei,fei
㔗,fu,fu
㔘,chu,chu
㔙,beng,beng
㔚,jie,jie
㔜,ba,ba
㔝,liang,liang
㔞,kuai,kuai
㔠,he,he
㔠,xia,xia
㔡,bie,bie
㔢,jue,jue
㔢,xue,xue
㔣,lei,lei
㔤,xin,xin
㔥,bai,bai
㔥,pi,pi
㔦,yang,yang
㔧,lv,lv
㔨,bei,bei
㔩,e,e
㔪,lu,lu
㔭,che,che
㔮,nuo,nuo
㔯,suan,suan
㔯,xuan,xuan
㔰,heng,heng
㔱,yu,yu
㔳,gui,gui
㔴,yi,yi
㔵,xuan,xuan
㔶,gan,gan
㔶,gong,gong
㔷,lou,lou
㔸,ti,ti
㔹,le,le
㔺,shi,shi
㔼,sun,sun
㔽,yao,yao
㔾,jie,jie
㔿,zou,zou
㕁,que,que
㕂,qin,qin
㕂,yin,yin
㕃,xi,xi
㕄,zhi,zhi
㕅,jia,jia
㕆,hu,hu
㕇,la,la
㕈,yi,yi
㕉,ke,ke
㕊,fu,fu
㕋,qin,qin
㕌,ai,ai
㕎,ke,ke
㕏,chu,chu
㕐,xie,xie
㕑,chu,chu
㕒,wei,wei
㕕,huan,huan
㕖,su,su
㕗,you,you
㕙,jun,jun
㕚,zhao,zhao
㕛,xu,xu
㕜,shi,shi
㕞,shua,shua
㕟,kuai,kuai
㕟,kui,kui
㕠,shuang,shuang
㕡,huo,huo
㕡,rui,rui
㕢,gai,gai
㕢,hai,hai
㕣,yan,yan
㕤,qiu,qiu
㕤,rou,rou
㕥,shen,shen
㕦,hua,hua
㕧,xi,xi
㕨,fan,fan
㕩,pang,pang
㕪,dan,dan
㕫,fang,fang
㕬,song,song
㕬,zhong,zhong
㕭,ao,ao
㕮,fu,fu
㕯,ne,ne
㕰,ma,ma
㕰,xue,xue
㕱,you,you
㕲,hua,hua
㕲,ying,ying
㕴,chen,chen
㕵,guo,guo
㕶,fu,fu
㕷,pa,pa
㕷,huo,huo
㕷,pia,pia
㕸,li,li
㕹,fa,fa
㕺,xiao,xiao
㕻,pou,pou
㕽,si,si
㖀,le,le
㖁,lin,lin
㖂,yi,yi
㖃,hou,hou
㖄,zhou,zhou
㖅,xu,xu
㖆,qu,qu
㖇,er,er
㖊,xun,xun
㖏,nie,nie
㖐,wei,wei
㖑,xie,xie
㖒,ti,ti
㖓,hong,hong
㖔,tun,tun
㖕,nie,nie
㖕,xin,xin
㖖,nie,nie
㖗,yin,yin
㖘,zhen,zhen
㖞,kuai,kuai
㖞,wai,wai
㖟,shou,shou
㖠,na,na
㖠,ne,ne
㖠,nei,nei
㖡,ye,ye
㖢,qi,qi
㖣,tou,tou
㖤,han,han
㖥,jun,jun
㖦,dong,dong
㖧,hun,hun
㖧,wen,wen
㖨,lu,lu
㖩,ju,ju
㖩,sou,sou
㖪,guo,guo
㖪,huo,huo
㖪,xu,xu
㖫,ling,ling
㖭,tian,tian
㖮,lun,lun
㖵,ge,ge
㖶,yan,yan
㖶,ye,ye
㖶,yin,yin
㖷,shi,shi
㖷,ti,ti
㖸,ju,ju
㖸,jue,jue
㖸,xue,xue
㖹,pen,pen
㖺,chun,chun
㖻,niu,niu
㖻,rou,rou
㖼,duo,duo
㖽,ze,ze
㖾,e,e
㖿,ye,ye
㗀,you,you
㗁,e,e
㗂,sheng,sheng
㗃,hun,hun
㗃,wen,wen
㗄,ku,ku
㗅,hu,hu
㗆,ge,ge
㗇,xia,xia
㗈,man,man
㗉,e,e
㗉,lve,lve
㗊,ji,ji
㗋,hou,hou
㗌,zhi,zhi
㗎,jia,jia
㗏,wai,wai
㗑,bai,bai
㗒,ai,ai
㗓,zhui,zhui
㗔,qian,qian
㗕,gou,gou
㗖,dan,dan
㗗,bei,bei
㗘,bo,bo
㗙,chu,chu
㗙,na,na
㗙,zhou,zhou
㗚,li,li
㗛,xiao,xiao
㗜,xiu,xiu
㗢,dong,dong
㗢,hong,hong
㗣,ti,ti
㗤,cu,cu
㗥,guo,guo
㗥,kuo,kuo
㗦,lao,lao
㗧,die,die
㗧,zhi,zhi
㗨,ai,ai
㗨,xie,xie
㗩,xi,xi
㗫,qie,qie
㗬,zha,zha
㗭,xi,xi
㗰,cong,cong
㗱,ji,ji
㗲,huo,huo
㗳,ta,ta
㗴,yan,yan
㗵,xu,xu
㗶,po,po
㗷,sai,sai
㗻,guo,guo
㗼,ye,ye
㗽,xiang,xiang
㗾,xue,xue
㗿,he,he
㗿,xia,xia
㘀,zuo,zuo
㘁,yi,yi
㘂,ci,ci
㘄,leng,leng
㘅,xian,xian
㘆,tai,tai
㘇,rong,rong
㘈,ni,ni
㘈,yi,yi
㘉,jie,jie
㘊,xi,xi
㘊,yi,yi
㘋,xian,xian
㘌,ju,ju
㘍,ji,ji
㘎,han,han
㘐,pao,pao
㘑,li,li
㘓,lan,lan
㘔,sai,sai
㘕,han,han
㘕,lan,lan
㘖,yan,yan
㘗,qu,qu
㘙,yan,yan
㘚,han,han
㘛,kan,kan
㘜,chi,chi
㘝,nie,nie
㘞,huo,huo
㘠,bi,bi
㘡,xia,xia
㘢,weng,weng
㘣,xuan,xuan
㘤,wan,wan
㘥,e,e
㘥,you,you
㘦,qin,qin
㘧,xu,xu
㘨,nie,nie
㘩,bi,bi
㘪,hao,hao
㘫,jing,jing
㘬,ao,ao
㘬,wu,wu
㘭,ao,ao
㘰,zhen,zhen
㘱,tan,tan
㘲,ju,ju
㘴,zuo,zuo
㘵,bu,bu
㘶,jie,jie
㘷,ai,ai
㘸,zang,zang
㘸,zuo,zuo
㘹,ji,ji
㘺,fa,fa
㘿,nie,nie
㙀,jiu,jiu
㙀,liu,liu
㙁,mei,mei
㙁,mu,mu
㙂,dui,dui
㙂,weng,weng
㙃,bang,bang
㙄,bi,bi
㙅,bao,bao
㙇,chu,chu
㙈,xia,xia
㙉,dian,dian
㙉,tian,tian
㙊,chang,chang
㙊,zhang,zhang
㙍,duo,duo
㙎,wei,wei
㙏,fu,fu
㙐,duo,duo
㙑,yu,yu
㙒,ye,ye
㙓,kui,kui
㙔,han,han
㙔,wei,wei
㙕,kuai,kuai
㙗,wei,wei
㙘,yao,yao
㙙,long,long
㙚,xing,xing
㙛,bu,bu
㙜,chi,chi
㙝,xie,xie
㙞,nie,nie
㙟,lang,lang
㙠,yi,yi
㙡,zong,zong
㙢,man,man
㙣,zhang,zhang
㙤,xia,xia
㙥,gun,gun
㙦,xie,xie
㙨,ji,ji
㙩,liao,liao
㙪,yi,yi
㙫,ji,ji
㙬,yin,yin
㙮,da,da
㙯,yi,yi
㙰,xie,xie
㙱,hao,hao
㙲,yong,yong
㙳,han,han
㙳,kan,kan
㙴,chan,chan
㙵,tai,tai
㙶,tang,tang
㙷,zhe,zhe
㙷,zhi,zhi
㙸,bao,bao
㙹,meng,meng
㙺,gui,gui
㙻,chan,chan
㙼,lei,lei
㙾,xi,xi
㚀,xi,xi
㚁,qiao,qiao
㚂,nang,nang
㚃,yun,yun
㚅,long,long
㚆,fu,fu
㚇,zong,zong
㚉,gu,gu
㚊,kai,kai
㚋,diao,diao
㚌,hua,hua
㚍,kui,kui
㚏,gao,gao
㚐,tao,tao
㚒,shan,shan
㚓,lai,lai
㚔,nie,nie
㚔,xing,xing
㚕,fu,fu
㚖,gao,gao
㚖,ze,ze
㚗,qie,qie
㚘,ban,ban
㚘,fu,fu
㚘,he,he
㚙,jia,jia
㚚,kong,kong
㚛,xi,xi
㚜,xu,xu
㚜,yu,yu
㚝,zhui,zhui
㚞,shen,shen
㚟,chuo,chuo
㚠,xiao,xiao
㚡,ji,ji
㚢,nu,nu
㚢,wu,wu
㚣,xiao,xiao
㚤,yi,yi
㚥,yu,yu
㚦,yi,yi
㚧,yan,yan
㚨,shen,shen
㚩,ran,ran
㚪,hao,hao
㚫,sa,sa
㚬,jun,jun
㚭,you,you
㚯,xin,xin
㚯,xun,xun
㚰,bi,bi
㚱,qiu,qiu
㚲,chan,chan
㚲,dian,dian
㚴,bu,bu
㚵,dong,dong
㚶,si,si
㚶,yi,yi
㚷,er,er
㚹,miao,miao
㚺,yun,yun
㚻,ji,ji
㚼,hao,hao
㚽,qiao,qiao
㚾,xiong,xiong
㚿,pao,pao
㛀,chu,chu
㛀,zou,zou
㛁,peng,peng
㛂,nuo,nuo
㛃,jie,jie
㛄,yi,yi
㛅,er,er
㛆,duo,duo
㛊,duo,duo
㛍,qie,qie
㛍,xia,xia
㛍,xian,xian
㛎,lv,lv
㛏,qiu,qiu
㛐,sou,sou
㛑,can,can
㛒,dou,dou
㛓,xi,xi
㛔,feng,feng
㛕,e,e
㛕,yi,yi
㛖,suo,suo
㛗,qie,qie
㛗,suo,suo
㛗,zuo,zuo
㛘,po,po
㛙,qie,qie
㛙,xin,xin
㛚,tong,tong
㛚,yong,yong
㛛,xin,xin
㛜,you,you
㛝,bei,bei
㛞,long,long
㛣,yun,yun
㛤,li,li
㛥,ta,ta
㛦,lan,lan
㛧,man,man
㛨,qiang,qiang
㛩,zhou,zhou
㛪,yan,yan
㛫,xi,xi
㛬,lu,lu
㛭,xi,xi
㛮,sao,sao
㛯,fan,fan
㛯,mian,mian
㛯,zhuan,zhuan
㛱,wei,wei
㛲,fa,fa
㛳,yi,yi
㛴,nao,nao
㛵,cheng,cheng
㛶,tan,tan
㛷,ji,ji
㛸,shu,shu
㛹,pian,pian
㛺,an,an
㛻,kua,kua
㛼,cha,cha
㛼,sha,sha
㛾,xian,xian
㛿,zhi,zhi
㜂,feng,feng
㜃,lian,lian
㜄,xun,xun
㜅,xu,xu
㜆,mi,mi
㜇,hui,hui
㜇,ye,ye
㜈,mu,mu
㜉,yong,yong
㜊,zhan,zhan
㜋,yi,yi
㜌,gou,gou
㜌,kou,kou
㜌,nou,nou
㜍,tang,tang
㜎,xi,xi
㜏,yun,yun
㜐,shu,shu
㜑,fu,fu
㜒,yi,yi
㜓,da,da
㜕,lian,lian
㜖,cao,cao
㜗,can,can
㜗,sen,sen
㜘,cha,cha
㜘,ju,ju
㜘,qu,qu
㜙,lu,lu
㜚,su,su
㜛,nen,nen
㜜,ao,ao
㜝,an,an
㜝,yan,yan
㜞,can,can
㜞,qian,qian
㜠,cui,cui
㜡,cong,cong
㜢,lv,lv
㜣,shan,shan
㜤,nian,nian
㜤,tan,tan
㜤,tian,tian
㜥,mai,mai
㜦,xin,xin
㜧,yue,yue
㜨,nai,nai
㜩,ao,ao
㜪,shen,shen
㜫,ma,ma
㜮,lan,lan
㜯,xi,xi
㜰,yue,yue
㜱,zhi,zhi
㜲,ying,ying
㜳,huai,huai
㜴,meng,meng
㜵,niao,niao
㜶,wan,wan
㜷,mi,mi
㜷,xian,xian
㜸,nie,nie
㜹,qu,qu
㜺,zan,zan
㜻,lian,lian
㜼,zhi,zhi
㜽,zi,zi
㜾,hai,hai
㜿,xu,xu
㝀,hao,hao
㝁,qiong,qiong
㝁,xuan,xuan
㝂,zhe,zhe
㝂,zhi,zhi
㝃,mian,mian
㝃,wan,wan
㝄,chun,chun
㝅,gou,gou
㝇,chun,chun
㝈,luan,luan
㝉,zhu,zhu
㝊,shou,shou
㝋,liao,liao
㝌,jiu,jiu
㝍,xie,xie
㝎,ding,ding
㝏,jie,jie
㝐,rong,rong
㝑,mang,mang
㝓,ke,ke
㝔,yao,yao
㝕,ning,ning
㝖,yi,yi
㝗,lang,lang
㝘,yong,yong
㝙,yin,yin
㝚,yan,yan
㝛,su,su
㝝,lin,lin
㝞,ya,ya
㝟,mao,mao
㝠,ming,ming
㝡,zui,zui
㝢,yu,yu
㝣,yi,yi
㝤,gou,gou
㝥,mi,mi
㝦,jun,jun
㝧,wen,wen
㝩,kang,kang
㝪,dian,dian
㝫,long,long
㝭,xing,xing
㝮,cui,cui
㝯,qiao,qiao
㝰,mian,mian
㝱,meng,meng
㝲,qin,qin
㝴,wan,wan
㝵,de,de
㝶,ai,ai
㝸,bian,bian
㝹,nou,nou
㝺,lian,lian
㝻,jin,jin
㝼,yu,yu
㝽,chui,chui
㝾,zuo,zuo
㝿,bo,bo
㞀,hui,hui
㞁,yao,yao
㞂,tui,tui
㞃,ji,ji
㞄,an,an
㞅,luo,luo
㞆,ji,ji
㞇,wei,wei
㞈,bo,bo
㞉,za,za
㞊,xu,xu
㞋,ji,ji
㞋,nian,nian
㞌,yun,yun
㞎,ba,ba
㞎,pa,pa
㞏,jie,jie
㞏,zhe,zhe
㞐,ju,ju
㞑,wei,wei
㞒,xi,xi
㞒,xie,xie
㞓,ji,ji
㞓,qi,qi
㞔,yi,yi
㞕,xie,xie
㞖,ci,ci
㞗,qiu,qiu
㞘,du,du
㞙,niao,niao
㞚,qi,qi
㞚,zha,zha
㞛,ji,ji
㞜,tui,tui
㞞,song,song
㞟,dian,dian
㞟,ding,ding
㞠,lao,lao
㞡,zhan,zhan
㞤,cen,cen
㞤,yin,yin
㞥,cen,cen
㞦,ji,ji
㞧,hui,hui
㞨,zi,zi
㞩,lan,lan
㞪,nao,nao
㞫,ju,ju
㞬,qin,qin
㞭,dai,dai
㞯,jie,jie
㞰,xu,xu
㞱,cong,cong
㞲,yong,yong
㞳,dou,dou
㞴,chi,chi
㞴,min,min
㞶,min,min
㞷,huang,huang
㞸,sui,sui
㞹,ke,ke
㞺,zu,zu
㞻,hao,hao
㞼,cheng,cheng
㞽,xue,xue
㞾,ni,ni
㞿,chi,chi
㟀,lian,lian
㟁,an,an
㟂,mu,mu
㟃,si,si
㟄,xiang,xiang
㟅,yang,yang
㟆,hua,hua
㟇,cuo,cuo
㟈,qiu,qiu
㟉,lao,lao
㟊,fu,fu
㟋,dui,dui
㟌,mang,mang
㟍,lang,lang
㟎,tui,tui
㟎,tuo,tuo
㟏,han,han
㟐,mang,mang
㟑,bo,bo
㟒,qun,qun
㟓,qi,qi
㟔,han,han
㟖,long,long
㟘,tiao,tiao
㟙,ze,ze
㟚,qi,qi
㟛,zan,zan
㟜,mi,mi
㟝,pei,pei
㟞,zhan,zhan
㟟,xiang,xiang
㟠,gang,gang
㟢,qi,qi
㟤,lu,lu
㟥,cen,cen
㟦,yun,yun
㟧,e,e
㟨,duan,duan
㟩,min,min
㟪,wei,wei
㟫,quan,quan
㟬,sou,sou
㟭,min,min
㟮,tu,tu
㟰,ming,ming
㟱,yao,yao
㟲,yuan,yuan
㟳,li,li
㟴,kuai,kuai
㟵,gang,gang
㟶,yuan,yuan
㟷,da,da
㟸,gao,gao
㟹,lao,lao
㟺,lou,lou
㟻,qian,qian
㟼,ao,ao
㟽,biao,biao
㟾,yong,yong
㟿,mang,mang
㠀,dao,dao
㠂,ao,ao
㠄,xi,xi
㠅,fu,fu
㠆,dan,dan
㠇,jiu,jiu
㠈,run,run
㠉,tong,tong
㠊,qu,qu
㠋,e,e
㠌,qi,qi
㠍,ji,ji
㠎,ji,ji
㠎,jie,jie
㠏,hua,hua
㠐,jiao,jiao
㠑,zui,zui
㠒,biao,biao
㠓,meng,meng
㠔,bai,bai
㠕,wei,wei
㠖,yi,yi
㠗,ao,ao
㠘,yu,yu
㠙,yao,yao
㠚,dui,dui
㠛,wo,wo
㠜,ni,ni
㠝,cuan,cuan
㠟,li,li
㠠,lv,lv
㠡,niao,niao
㠢,huai,huai
㠣,li,li
㠥,lei,lei
㠥,lv,lv
㠦,feng,feng
㠧,mi,mi
㠨,yu,yu
㠪,ju,ju
㠭,zhan,zhan
㠮,gang,gang
㠮,peng,peng
㠯,yi,yi
㠱,ji,ji
㠱,qi,qi
㠲,bi,bi
㠴,ren,ren
㠵,huang,huang
㠶,fan,fan
㠷,ge,ge
㠸,fu,fu
㠹,jie,jie
㠺,miao,miao
㠺,sha,sha
㠼,si,si
㠽,tong,tong
㠾,yuan,yuan
㠿,ci,ci
㠿,zi,zi
㡀,bi,bi
㡁,kua,kua
㡂,li,li
㡃,huang,huang
㡄,xun,xun
㡅,nuo,nuo
㡇,jie,jie
㡇,zhe,zhe
㡈,men,men
㡈,mian,mian
㡈,wen,wen
㡉,xian,xian
㡊,qia,qia
㡋,an,an
㡋,ye,ye
㡌,mao,mao
㡎,sen,sen
㡎,shen,shen
㡏,shu,shu
㡏,tou,tou
㡏,xu,xu
㡑,jiao,jiao
㡒,zhun,zhun
㡓,hui,hui
㡓,kun,kun
㡔,wu,wu
㡕,ying,ying
㡖,chuang,chuang
㡗,ti,ti
㡘,lian,lian
㡘,lin,lin
㡙,bi,bi
㡚,gou,gou
㡛,mang,mang
㡜,xie,xie
㡜,xue,xue
㡝,feng,feng
㡞,lou,lou
㡞,lv,lv
㡟,zao,zao
㡠,zheng,zheng
㡡,chu,chu
㡢,man,man
㡣,long,long
㡥,yin,yin
㡦,pin,pin
㡧,zhen,zhen
㡧,zheng,zheng
㡨,jian,jian
㡨,qian,qian
㡩,luan,luan
㡪,nie,nie
㡫,yi,yi
㡭,ji,ji
㡮,ji,ji
㡯,du,du
㡯,duo,duo
㡯,zhai,zhai
㡰,yu,yu
㡱,jiu,jiu
㡲,huan,huan
㡳,zhi,zhi
㡴,la,la
㡵,ling,ling
㡶,zhi,zhi
㡷,ben,ben
㡸,cha,cha
㡸,zha,zha
㡹,ju,ju
㡺,dan,dan
㡻,liao,liao
㡼,yi,yi
㡽,zhao,zhao
㡾,xian,xian
㡿,chi,chi
㢀,ci,ci
㢁,chi,chi
㢁,shi,shi
㢂,dui,dui
㢂,tui,tui
㢂,yan,yan
㢃,lang,lang
㢄,dou,dou
㢅,long,long
㢆,chan,chan
㢈,dui,dui
㢈,tui,tui
㢉,cha,cha
㢊,ai,ai
㢊,yi,yi
㢋,chi,chi
㢍,ying,ying
㢎,zhe,zhe
㢏,tou,tou
㢏,yu,yu
㢑,tui,tui
㢒,cha,cha
㢓,yao,yao
㢔,zong,zong
㢖,ban,ban
㢖,pan,pan
㢗,qiao,qiao
㢘,lian,lian
㢙,qin,qin
㢚,lu,lu
㢛,qian,qian
㢛,yan,yan
㢜,kang,kang
㢝,su,su
㢞,yi,yi
㢟,chan,chan
㢠,hui,hui
㢡,jiang,jiang
㢣,jing,jing
㢥,dong,dong
㢧,juan,juan
㢨,han,han
㢩,di,di
㢬,hong,hong
㢮,chi,chi
㢯,diao,diao
㢯,min,min
㢰,bi,bi
㢲,xun,xun
㢳,lu,lu
㢵,she,she
㢵,xie,xie
㢶,bi,bi
㢸,bi,bi
㢺,xian,xian
㢻,rui,rui
㢼,bie,bie
㢽,er,er
㢾,juan,juan
㣀,zhen,zhen
㣁,bei,bei
㣂,e,e
㣃,yu,yu
㣄,qu,qu
㣅,zan,zan
㣆,mi,mi
㣇,yi,yi
㣈,si,si
㣌,shan,shan
㣍,tai,tai
㣎,mu,mu
㣏,jing,jing
㣐,bian,bian
㣑,yong,yong
㣒,ceng,ceng
㣓,can,can
㣔,cheng,cheng
㣔,zheng,zheng
㣙,di,di
㣙,zhou,zhou
㣚,dong,dong
㣚,tong,tong
㣛,hui,hui
㣛,ta,ta
㣜,xing,xing
㣝,song,song
㣞,duo,duo
㣟,xi,xi
㣠,tao,tao
㣠,tong,tong
㣢,ti,ti
㣣,shan,shan
㣤,jian,jian
㣥,zhi,zhi
㣦,wei,wei
㣧,yin,yin
㣪,huan,huan
㣫,dong,dong
㣫,zhong,zhong
㣬,qi,qi
㣭,zong,zong
㣯,xie,xie
㣰,xie,xie
㣱,ze,ze
㣲,wei,wei
㣵,ta,ta
㣶,zhan,zhan
㣷,ning,ning
㣺,xin,xin
㣻,yi,yi
㣼,ren,ren
㣽,nu,nu
㣽,shu,shu
㣾,cha,cha
㣿,diao,diao
㣿,zhuo,zhuo
㤁,mian,mian
㤂,ji,ji
㤃,fang,fang
㤄,pei,pei
㤅,ai,ai
㤆,fan,fan
㤇,ao,ao
㤈,qin,qin
㤉,qia,qia
㤊,xiao,xiao
㤋,fen,fen
㤌,gan,gan
㤍,qiao,qiao
㤎,ge,ge
㤏,tong,tong
㤐,chan,chan
㤑,you,you
㤒,gao,gao
㤓,ben,ben
㤔,fu,fu
㤕,chu,chu
㤕,po,po
㤖,zhu,zhu
㤘,chao,chao
㤘,zhou,zhou
㤚,hang,hang
㤛,nin,nin
㤜,jue,jue
㤝,chong,chong
㤞,cha,cha
㤞,duo,duo
㤞,ze,ze
㤟,kong,kong
㤠,lie,lie
㤡,li,li
㤡,lie,lie
㤢,yu,yu
㤤,yu,yu
㤥,hai,hai
㤦,li,li
㤧,hou,hou
㤨,gong,gong
㤩,ke,ke
㤪,yuan,yuan
㤫,de,de
㤬,hui,hui
㤮,guang,guang
㤯,jiong,jiong
㤰,zuo,zuo
㤱,dou,dou
㤱,fu,fu
㤲,qie,qie
㤳,bei,bei
㤴,che,che
㤴,die,die
㤴,she,she
㤵,ci,ci
㤶,mang,mang
㤷,han,han
㤸,xi,xi
㤹,jiu,jiu
㤹,qiu,qiu
㤺,huang,huang
㤽,chou,chou
㤾,san,san
㤿,yan,yan
㥀,de,de
㥀,zhi,zhi
㥁,de,de
㥂,te,te
㥃,men,men
㥄,ling,ling
㥅,shou,shou
㥆,tui,tui
㥇,can,can
㥈,die,die
㥉,che,che
㥊,peng,peng
㥋,yi,yi
㥌,ju,ju
㥍,ji,ji
㥍,qi,qi
㥎,lai,lai
㥏,tian,tian
㥐,yuan,yuan
㥒,cai,cai
㥓,qi,qi
㥔,yu,yu
㥕,lian,lian
㥖,cong,cong
㥚,yu,yu
㥛,ji,ji
㥛,ke,ke
㥜,wei,wei
㥝,mi,mi
㥞,sui,sui
㥟,xie,xie
㥠,xu,xu
㥡,chi,chi
㥢,jiu,jiu
㥢,qiu,qiu
㥣,hui,hui
㥥,yu,yu
㥦,qie,qie
㥧,shun,shun
㥨,shui,shui
㥨,wei,wei
㥩,duo,duo
㥪,lou,lou
㥪,lv,lv
㥬,pang,pang
㥭,tai,tai
㥮,chao,chao
㥯,yin,yin
㥰,sao,sao
㥱,fei,fei
㥲,chen,chen
㥲,shen,shen
㥳,yuan,yuan
㥴,ti,ti
㥴,yi,yi
㥵,hun,hun
㥶,qian,qian
㥶,se,se
㥷,ye,ye
㥸,min,min
㥹,fen,fen
㥺,he,he
㥼,yan,yan
㥼,yin,yin
㥽,ce,ce
㥽,ze,ze
㥾,ni,ni
㥿,ao,ao
㦀,peng,peng
㦁,lian,lian
㦂,chang,chang
㦃,chan,chan
㦄,ma,ma
㦅,chai,chai
㦅,di,di
㦅,die,die
㦆,hu,hu
㦆,xia,xia
㦇,lu,lu
㦉,yi,yi
㦊,hua,hua
㦋,zha,zha
㦌,hu,hu
㦌,xu,xu
㦍,e,e
㦎,huo,huo
㦏,sun,sun
㦏,xuan,xuan
㦐,ni,ni
㦑,han,han
㦑,xian,xian
㦒,li,li
㦓,ran,ran
㦓,xian,xian
㦔,yan,yan
㦕,long,long
㦖,men,men
㦗,jin,jin
㦘,ji,ji
㦚,bian,bian
㦛,yu,yu
㦜,huo,huo
㦜,xue,xue
㦝,miao,miao
㦞,chou,chou
㦟,mai,mai
㦡,le,le
㦢,jie,jie
㦣,wei,wei
㦤,yi,yi
㦥,xian,xian
㦥,xuan,xuan
㦦,xi,xi
㦧,can,can
㦨,lan,lan
